75,450,MEZCAL,Pe¤asco  Salmiana,750,0,0
76,831.25,MEZCAL,Real de magueyes a¤ejo,750,1,831.25
77,592.8,MEZCAL,Real de magueyes blanco,750,0.9,533.52
78,145,MEZCAL,Santa muerte,750,0,0
79,455.05,RON,Abuelo 7 a¤os,750,0,0
80,209.95,RON,Appleton blanco,950,1,209.95
81,187.91,RON,Appleton dorado,950,2,375.82
82,291.17,RON,Appleton estate,750,0,0
83,605.24,RON,Bacardi 8 a¤os,750,1,605.24
84,219.07,RON,Bacardi a¤ejo,750,0,0
85,174.3,RON,Bacardi blanco,750,0,0
86,254.43,RON,Bacardi blanco ,980,0,0
87,434.5,RON,Bacardi blanco ,1750,0,0
88,260.58,RON,Bacardi solera,1000,1,260.58
89,522.69,RON,Botran 12 a¤os,750,0,0
90,166.25,RON,Captain morgan,700,0,0
91,208.32,RON,Flor de ca¤a 4 extra dry,750,0,0
92,267.14,RON,Flor de ca¤a 5 a¤os,750,0,0
93,180.59,RON,Havana club 3 a¤os,700,0,0
94,410.22,RON,Havana club 7 a¤os,700,0,0
95,236.45,RON,Havana club especial,700,0,0
96,282.05,RON,Matusalem clasico,750,0,0
97,409,RON,Matusalem gran reserva 15 a¤os,750,0,0
98,204.41,RON,Matusalem platino ,750,0,0
99,260.77,RON,potosi a¤ejo,750,0,0
100,156.46,RON,Potosi blanco ,750,0,0
101,529.15,RON,Potosi extra a¤ejo,750,0,0
102,1111.5,RON,Zacapa 23 a¤os,750,0,0
103,0,RON,Flor de ca¤a,750,0,0
104,809.71,TEQUILA,1800 cristalino,700,0,0
105,688.92,TEQUILA,1800 a¤ejo ,700,0,0
106,520.6,TEQUILA,1800 Reposado,700,0,0
107,705.83,TEQUILA,7 Leguas blanco,1000,0,0
108,589,TEQUILA,7 Leguas blanco,750,1,589
109,733.87,TEQUILA,7 Leguas reposado,750,0.9,660.483
110,343.52,TEQUILA,Cazadores reposado,1000,1,343.52
111,907.68,TEQUILA,Cenote reposado,700,2,1815.36
112,560.69,TEQUILA,Centenario a¤ejo,695,1,560.69
113,283.1,TEQUILA,Centenario plata ,700,0,0
114,356.8,TEQUILA,Centenario plata ,950,1,356.8
115,346.84,TEQUILA,Centenario reposado,950,2,693.68
116,284.9,TEQUILA,Centenario reposado ,700,0,0
117,179,TEQUILA,Codorniz blanco,1000,0,0
118,255.27,TEQUILA,Cuervo especial reposado,990,0,0
119,188.25,TEQUILA,Cuervo especial reposado,695,0,0
120,1015.55,TEQUILA,Don julio 70,700,0,0
121,1016.5,TEQUILA,Don julio a¤ejo,750,2,2033
122,658.35,TEQUILA,Don julio blanco,700,2,1316.7
123,735.3,TEQUILA,Don julio reposado,750,0,0
124,0,TEQUILA,Don julio Rosado,750,0.5,
125,353.21,TEQUILA,Herradura antiguo reposado,700,0,0
126,452.1,TEQUILA,Herradura antiguo reposado ,950,0,0
127,774.82,TEQUILA,Herradura blanco,950,1,774.82
128,591.66,TEQUILA,Herradura blanco ,700,0,0
129,624.34,TEQUILA,Herradura reposado,700,0,0
130,441.65,TEQUILA,Hornitos reposado,1000,0,0
131,0,TEQUILA,IVG ,1000,0,0
132,312.55,TEQUILA,Jimador reposado,950,0,0
133,717.82,TEQUILA,Maestro dobel diamante ,700,2,1435.64
134,299,TEQUILA,Orendain blanco,1000,1,299
135,117.85,TEQUILA,Rio seco Destilado de agave,1000,0,0
136,510.92,TEQUILA,Tapatio reposado,750,0.4,204.368
137,149,TEQUILA,Tizoc,375,0,0
138,365.08,TEQUILA,Tradicional plata,950,0,0
139,329.17,TEQUILA,Tradicional reposado,695,0,0
140,398,TEQUILA,Tradicional reposado ,950,0,0
141,297.85,TEQUILA,Tradicional plata ,695,1,297.85
142,297.73,VODKA,Absolut azul,750,0,0
143,301.15,VODKA,Absolut citron,750,1,301.15
144,691.98,VODKA,Gey goose,750,0.1,69.198
145,199.5,VODKA,Smirnoff,750,3,598.5
146,244.15,VODKA,Smirnoff,1000,0,0
147,222.3,VODKA,Smirnoff tamarindo,750,2,444.6
148,300.02,VODKA,Stolichnaya,750,0,0
149,257.45,VODKA,Tanqueray Sterling,750,0.4,102.98
150,165.68,VODKA,Wiborowa,750,1,165.68
151,187.94,VODKA,Wiborowa,1000,0,0
152,218.5,WHISKY,Black & white,700,0,0
153,880.65,WHISKY,Buchanans 12 a¤os,750,0,0
154,2167.9,WHISKY,Buchanans 18 a¤os,750,0,0
155,866.4,WHISKY,Buchanans twoo souls,750,0,0
156,572.47,WHISKY,Bushmils Black rush,750,1,572.47
157,809.59,WHISKY,Chivas 12 a¤os,750,0,0
158,1124.94,WHISKY,Glenfiddich 12 a¤os,750,1,1124.94
159,191.2,WHISKY,Golden Glen,1000,0,0
160,285.95,WHISKY,J & B,750,3,857.85
161,418.57,WHISKY,Jameson,750,0,0
162,982.3,WHISKY,Jhonnie walker black label,700,0,0
163,323.1,WHISKY,Jim beam ,700,0,0
164,353.4,WHISKY,Johnnie walker Red label,700,2,706.8
165,721.05,WHISKY,Old parr 12 a¤os,750,0,0
166,0,WHISKY,black label ,1000,0,0
167,264.38,VINOS,Beronia Crianza,750,0,0
168,414,VINOS,Capetta Asti espumoso,750,0,0
169,222.39,VINOS,Casillero del diablo chardonnay,750,0,0
170,137.75,VINOS,Finca las moras sauvignon blanc,750,0,0
171,189,VINOS,Gallo Family white zinfandel,750,0,0
172,152.42,VINOS,Gran hacienda Chardonnay,750,0,0
173,406.77,VINOS,Kirkland malbec,750,0,0
174,169.24,VINOS,La cacciatora brut,750,0,0
175,236.32,VINOS,La capra Merlot,750,0,0
176,216,VINOS,LA Cetto cabernet sauvignon,750,1,216
177,287,VINOS,LA Cetto Nebbiolo,750,1,287
178,346.75,VINOS,Marques de caceres crianza,750,1,346.75
179,293.55,VINOS,M rques del Riscal rioja,750,0,0
180,480,VINOS,NOI,750,0,0
181,310,VINOS,Opera prima brut,750,0,0
182,111.75,VINOS,Peromato tempranillo ,750,0,0
183,333,VINOS,Pozo de luna syrah,750,0,0
184,213,VINOS,Prospero,750,0,0
185,660.25,VINOS,Protos crianza,750,0,0
186,356.25,VINOS,Protos roble,750,1,356.25
187,356.25,VINOS,protos roble ,750,0,0
188,120.55,VINOS,Reservado cavernet sauvignon,750,0,0
189,440,VINOS,Terraza de los andes,750,0,0
190,405,VINOS,Terrazas malbec,750,0,0
191,0,VINOS,Valgame dios Crianza,750,0,0
192,139,VINOS,XA Tinto,750,0,0
193,198.998,VINOS,V.E. CINZANO PRO SPRITZ,750,0,0
194,0,Vinos,Sangrita Viuida de sanchez,1000,2,0
195,0,America,Jarabe natural Madrile¤a,1000,0,0
